protein_id	group_id
P19670	UniRef50_P19670
P19685	UniRef50_P19685
P19686	UniRef50_Q9ERL9
P19687	UniRef50_Q02108
P19711	UniRef50_P19711
P19712	UniRef50_P19712
P19723	UniRef50_P19724
P19724	UniRef50_P19724
P19730	UniRef50_P19730
P19734	UniRef50_P19734
P19735	UniRef50_P19735
P19736	UniRef50_P19736
P19754	UniRef50_P19754
P19756	UniRef50_P10912
P19757	UniRef50_P19782
P19767	UniRef50_P19767
P19782	UniRef50_P19782
P19783	UniRef50_P19783
P19784	UniRef50_P19784
P19785	UniRef50_P19785
P19787	UniRef50_B6HLU1
P19788	UniRef50_P08494
P19793	UniRef50_P19793
P19801	UniRef50_P19801
P19803	UniRef50_P19803
P19804	UniRef50_P15531
P19807	UniRef50_P19807
P19809	UniRef50_P43261
P19812	UniRef50_P19812
P19813	UniRef50_P19813
P19814	UniRef50_P19814
P19822	UniRef50_P19822
P19823	UniRef50_P19823
P19826	UniRef50_P19826
P19827	UniRef50_P19827
P19835	UniRef50_P19835
P19836	UniRef50_P19836
P19838	UniRef50_P19838
P19841	UniRef50_P19841
P19854	UniRef50_P28474
P19858	UniRef50_P19858
P19866	UniRef50_P19866
P19874	UniRef50_P10145
P19875	UniRef50_P19875
P19876	UniRef50_P30348
P19878	UniRef50_P19878
P19879	UniRef50_P20774
P19880	UniRef50_P19880
P19881	UniRef50_P19881
P19882	UniRef50_P19882
P19883	UniRef50_P19883
P19889	UniRef50_P19889
P19890	UniRef50_P12969
P19893	UniRef50_P19893
P19907	UniRef50_P23146
P19908	UniRef50_P19840
P19914	UniRef50_P19914
P19925	UniRef50_P19925
P19926	UniRef50_P19926
P19931	UniRef50_P19931
P19934	UniRef50_P19934
P19938	UniRef50_P19938
P19939	UniRef50_P02654
P19940	UniRef50_P19940
P19941	UniRef50_P10912
P19944	UniRef50_P19944
P19945	UniRef50_P19945
P19950	UniRef50_P19951
P19951	UniRef50_P19951
P19954	UniRef50_P19954
P19955	UniRef50_P19955
P19957	UniRef50_P19957
P19961	UniRef50_P04746
P19967	UniRef50_P19967
P19969	UniRef50_P31644
P19970	UniRef50_P19970
P19971	UniRef50_P19971
P19973	UniRef50_P19973
P19974	UniRef50_P19974
P19976	UniRef50_P19976
P19994	UniRef50_P19994
P19999	UniRef50_P19999
P20000	UniRef50_P11884
P20002	UniRef50_P34004
P20003	UniRef50_P20003
P20004	UniRef50_Q99798
P20007	UniRef50_P20007
P20009	UniRef50_P20009
P20020	UniRef50_P20020
P20023	UniRef50_P20023
P20028	UniRef50_P20028
P20029	UniRef50_P11021
P20033	UniRef50_P04085
P20036	UniRef50_P20036
P20037	UniRef50_P01910
P20040	UniRef50_P13762
P20042	UniRef50_P20042
P20048	UniRef50_P20048
P20049	UniRef50_P20049
P20050	UniRef50_P20050
P20051	UniRef50_P20051
P20052	UniRef50_P20052
P20053	UniRef50_P20053
P20054	UniRef50_P20054
P20059	UniRef50_Q91X72
P20060	UniRef50_P06865
P20061	UniRef50_P20061
P20062	UniRef50_P20062
P20065	UniRef50_P20065
P20067	UniRef50_P20067
P20068	UniRef50_P20068
P20069	UniRef50_P20069
P20070	UniRef50_P20070
P20072	UniRef50_P20072
P20073	UniRef50_Q07076
P20081	UniRef50_P20081
P20083	UniRef50_P20083
P20092	UniRef50_P19650
P20095	UniRef50_P20095
P20096	UniRef50_P20096
P20099	UniRef50_P46923
P20105	UniRef50_P20105
P20107	UniRef50_P32798
P20108	UniRef50_P20108
P20109	UniRef50_P42203
P20111	UniRef50_P35609
P20112	UniRef50_P09486
P20115	UniRef50_P20115
P20132	UniRef50_P20132
P20133	UniRef50_P20133
P20134	UniRef50_P20134
P20135	UniRef50_P20135
P20136	UniRef50_P20136
P20138	UniRef50_P20138
P20142	UniRef50_P20142
P20151	UniRef50_P07288
P20152	UniRef50_P08670
P20153	UniRef50_P20153
P20154	UniRef50_P20154
P20155	UniRef50_P20155
P20156	UniRef50_P20156
P20160	UniRef50_P20160
P20163	UniRef50_P20163
P20166	UniRef50_P20166
P20167	UniRef50_P20167
P20170	UniRef50_P20170
P20171	UniRef50_P01112
P20177	UniRef50_P20177
P20181	UniRef50_P20181
P20192	UniRef50_P20192
P20193	UniRef50_P20193
P20226	UniRef50_P20226
P20227	UniRef50_P20227
P20228	UniRef50_P20228
P20232	UniRef50_P20232
P20233	UniRef50_P20233
P20234	UniRef50_P20234
P20235	UniRef50_P20235
P20236	UniRef50_P14867
P20237	UniRef50_P20237
P20239	UniRef50_P20239
P20240	UniRef50_P20240
P20241	UniRef50_P20241
P20248	UniRef50_P20248
P20263	UniRef50_P20263
P20264	UniRef50_P31361
P20265	UniRef50_P31360
P20266	UniRef50_Q12837
P20267	UniRef50_P21952
P20268	UniRef50_P20268
P20271	UniRef50_P20271
P20272	UniRef50_P20272
P20273	UniRef50_P20273
P20285	UniRef50_P12695
P20288	UniRef50_P61168
P20289	UniRef50_P20289
P20290	UniRef50_P20290
P20291	UniRef50_P20292
P20292	UniRef50_P20292
P20293	UniRef50_P20293
P20294	UniRef50_P26441
P20303	UniRef50_P17809
P20304	UniRef50_P20304
P20305	UniRef50_P06396-3
P20309	UniRef50_P08483
P20310	UniRef50_P33147
P20332	UniRef50_P20332
P20333	UniRef50_P20333
P20336	UniRef50_P20336
P20337	UniRef50_P20337
P20338	UniRef50_P20338
P20339	UniRef50_P20339
P20340	UniRef50_P20340
P20345	UniRef50_P20345
P20348	UniRef50_P20348
P20349	UniRef50_P20349
P20350	UniRef50_P20350
P20351	UniRef50_P20351
P20352	UniRef50_P42533
P20353	UniRef50_P20353
P20354	UniRef50_P20354
P20357	UniRef50_P20357
P20359	UniRef50_P07830
P20366	UniRef50_P41539
P20382	UniRef50_P14200
P20385	UniRef50_P20385
P20393	UniRef50_Q3UV55
P20395	UniRef50_P35378
P20396	UniRef50_P01150
P20397	UniRef50_P20397
P20399	UniRef50_P20399
P20411	UniRef50_P20411
P20414	UniRef50_P10398
P20417	UniRef50_P18031
P20420	UniRef50_Q2MKA5-2
P20424	UniRef50_P20424
P20425	UniRef50_P20425
P20427	UniRef50_O64817
P20428	UniRef50_P20428
P20430	UniRef50_Q6UY61
P20431	UniRef50_P20431
P20432	UniRef50_P20432
P20433	UniRef50_P20433
P20434	UniRef50_P20434
P20435	UniRef50_P20435
P20436	UniRef50_P20436
P20437	UniRef50_P20438
P20438	UniRef50_P20438
P20439	UniRef50_P20439
P20443	UniRef50_P20443
P20444	UniRef50_P17252
P20445	UniRef50_P20445
P20447	UniRef50_P20447
P20449	UniRef50_P20449
P20456	UniRef50_P20456
P20457	UniRef50_P20457
P20459	UniRef50_P20459
P20460	UniRef50_P05198
P20461	UniRef50_P41091
P20470	UniRef50_P20470
P20472	UniRef50_P02625
P20477	UniRef50_P20477
P20478	UniRef50_P20478
P20480	UniRef50_P20480
P20482	UniRef50_P20482
P20483	UniRef50_P20483
P20484	UniRef50_P20484
P20485	UniRef50_P20485
P20486	UniRef50_P20486
P20487	UniRef50_P20487
P20488	UniRef50_Q62277
P20489	UniRef50_P20489
P20490	UniRef50_P20490
P20491	UniRef50_P20491
P20506	UniRef50_P04968
P20536	UniRef50_P20536
P20574	UniRef50_P20574
P20576	UniRef50_P20576
P20577	UniRef50_P20577
P20580	UniRef50_P20580
P20582	UniRef50_P20582
P20585	UniRef50_P20585
P20586	UniRef50_P00438
P20591	UniRef50_P20591
P20592	UniRef50_P20592
P20594	UniRef50_Q6VVW5
P20595	UniRef50_Q02153
P20604	UniRef50_P20604
P20606	UniRef50_P20606
P20607	UniRef50_P20607
P20610	UniRef50_P20610
P20611	UniRef50_P20611
P20612	UniRef50_P11488
P20614	UniRef50_P50122
P20615	UniRef50_P17482
P20616	UniRef50_P13521
P20618	UniRef50_P20618
P20626	UniRef50_P20626
P20638	UniRef50_P04021
P20645	UniRef50_P20645
P20646	UniRef50_P20646
P20647	UniRef50_P16615-2
P20648	UniRef50_P20648
P20649	UniRef50_P20649
P20650	UniRef50_P35813
P20651	UniRef50_P20651
P20654	UniRef50_P20654
P20659	UniRef50_P20659
P20662	UniRef50_Q9Y462
P20664	UniRef50_P49642
P20673	UniRef50_P04424-3
P20674	UniRef50_P20674
P20675	UniRef50_P20675
P20676	UniRef50_P20676
P20678	UniRef50_P05180
P20689	UniRef50_P20689
P20691	UniRef50_Q9KCA6
P20692	UniRef50_P20692
P20693	UniRef50_P06734
P20695	UniRef50_P20695
P20700	UniRef50_P20700
P20701	UniRef50_P20701
P20702	UniRef50_P20702
P20711	UniRef50_P20711
P20715	UniRef50_P04035
P20717	UniRef50_P20717
P20719	UniRef50_P20719
P20720	UniRef50_Q64550
P20722	UniRef50_P22004
P20735	UniRef50_P20735
P20742	UniRef50_P01023
P20749	UniRef50_P20749
P20757	UniRef50_P01019
P20758	UniRef50_P01876
P20759	UniRef50_P20759
P20760	UniRef50_P20759
P20761	UniRef50_P01862
P20762	UniRef50_P01862
P20763	UniRef50_P20763
P20764	UniRef50_P20764
P20766	UniRef50_P01845
P20767	UniRef50_P20767
P20772	UniRef50_P20772
P20774	UniRef50_P20774
P20781	UniRef50_P48168
P20782	UniRef50_Q04844
P20783	UniRef50_P20181
P20784	UniRef50_P20784
P20785	UniRef50_Q04857
P20786	UniRef50_P26618
P20788	UniRef50_Q9CR68
P20789	UniRef50_P20789
P20790	UniRef50_P20790
P20791	UniRef50_P20791
P20792	UniRef50_P20792
P20793	UniRef50_Q04859
P20794	UniRef50_P20794
P20795	UniRef50_P20795
P20800	UniRef50_P20800
P20801	UniRef50_P63316
P20804	UniRef50_P20804
P20807	UniRef50_P20807
P20809	UniRef50_P20809
P20810	UniRef50_P20810
P20811	UniRef50_P20811
P20812	UniRef50_Q16696
P20813	UniRef50_P20813
P20814	UniRef50_P11712
P20815	UniRef50_P20815
P20816	UniRef50_Q02928
P20817	UniRef50_Q02928
P20821	UniRef50_P20821
P20823	UniRef50_P20823
P20826	UniRef50_P20826
P20827	UniRef50_P20827
P20839	UniRef50_P20839
P20840	UniRef50_P20840
P20849	UniRef50_P20849
P20850	UniRef50_P20850
P20851	UniRef50_P20851
P20852	UniRef50_Q16696
P20853	UniRef50_P11509
P20856	UniRef50_P02144
P20858	UniRef50_P00825
P20863	UniRef50_P20863
P20866	UniRef50_P20866
P20871	UniRef50_P05879
P20879	UniRef50_P04608
P20888	UniRef50_P05879
P20893	UniRef50_P04326
P20905	UniRef50_P20905
P20907	UniRef50_P20907
P20908	UniRef50_P20908
P20909	UniRef50_P12107
P20911	UniRef50_P20911
P20916	UniRef50_P20917
P20917	UniRef50_P20917
P20918	UniRef50_P00747
P20929	UniRef50_P20929
P20930	UniRef50_P20930
P20933	UniRef50_P20933
P20936	UniRef50_P20936
P20941	UniRef50_P20941
P20944	UniRef50_P16070-11
P20945	UniRef50_P20945
P20956	UniRef50_P01817
P20957	UniRef50_P20957
P20959	UniRef50_P15473
P20961	UniRef50_P20961
P20963	UniRef50_P20963
P20965	UniRef50_P20965
P20966	UniRef50_P20966
P20967	UniRef50_P20967
P20968	UniRef50_P20968
P20973	UniRef50_P20973
P20974	UniRef50_P20974
P20995	UniRef50_P20995
P21068	UniRef50_P31037
P21081	UniRef50_P21605
P21107	UniRef50_P21107
P21108	UniRef50_P21108
P21126	UniRef50_P21126
P21127	UniRef50_P21127
P21128	UniRef50_P21128
P21129	UniRef50_P09131
P21133	UniRef50_P21133
P21135	UniRef50_P21135
P21137	UniRef50_P21137
P21138	UniRef50_P21138
P21139	UniRef50_P21139
P21145	UniRef50_P21145
P21146	UniRef50_P25098
P21147	UniRef50_P21147
P21151	UniRef50_P21151
P21156	UniRef50_P21156
P21165	UniRef50_P21165
P21169	UniRef50_P21169
P21170	UniRef50_P21170
P21175	UniRef50_P21175
P21177	UniRef50_P21177
P21179	UniRef50_P21179
P21180	UniRef50_P21180
P21182	UniRef50_P21182
P21183	UniRef50_Q01344-2
P21187	UniRef50_P21187
P21188	UniRef50_Q63377
P21189	UniRef50_P21189
P21190	UniRef50_P21190
P21203	UniRef50_P21203
P21213	UniRef50_P42357
P21214	UniRef50_P61812
P21216	UniRef50_P21216
P21217	UniRef50_P21217
P21218	UniRef50_P21218
P21228	UniRef50_P21228
P21231	UniRef50_P21231
P21237	UniRef50_P21237
P21238	UniRef50_P21238
P21240	UniRef50_P21240
P21242	UniRef50_P21242
P21243	UniRef50_P21243
P21246	UniRef50_P21246
P21248	UniRef50_P21248
P21258	UniRef50_P21258
P21262	UniRef50_P21262
P21263	UniRef50_P21263
P21264	UniRef50_P21264
P21265	UniRef50_P30566
P21266	UniRef50_P09488
P21268	UniRef50_P21268
P21269	UniRef50_P21269
P21271	UniRef50_P21271
P21272	UniRef50_P28033
P21274	UniRef50_P21275
P21275	UniRef50_P21275
P21276	UniRef50_P21276
P21278	UniRef50_P29992
P21279	UniRef50_P21279
P21281	UniRef50_P21281
P21282	UniRef50_P21283
P21283	UniRef50_P21283
P21288	UniRef50_P21288
P21291	UniRef50_P67966
P21294	UniRef50_P21294
P21300	UniRef50_C9JRZ8
P21304	UniRef50_P21304
P21306	UniRef50_P21306
P21327	UniRef50_P21327
P21333	UniRef50_P21333
P21334	UniRef50_P21334
P21335	UniRef50_P21335
P21339	UniRef50_P21339
P21340	UniRef50_P21340
P21342	UniRef50_P21342
P21343	UniRef50_P21343
P21357	UniRef50_A0A067XH53
P21358	UniRef50_P02381
P21359	UniRef50_P21359
P21361	UniRef50_P56614
P21369	UniRef50_P21369
P21372	UniRef50_P21372
P21373	UniRef50_P21373
P21374	UniRef50_P21374
P21375	UniRef50_P21375
P21396	UniRef50_P21397
P21397	UniRef50_P21397
P21398	UniRef50_P21398
P21399	UniRef50_P21399
P21401	UniRef50_P21401
P21404	UniRef50_Q68T42
P21420	UniRef50_P77747
P21437	UniRef50_P21437
P21438	UniRef50_P21438
P21439	UniRef50_P21439
P21440	UniRef50_P21440
P21447	UniRef50_P08183
P21448	UniRef50_P08183
P21450	UniRef50_Q61614
P21451	UniRef50_P48302
P21452	UniRef50_P21452
P21453	UniRef50_P21453
P21458	UniRef50_P21458
P21460	UniRef50_P14841
P21461	UniRef50_Q8IUQ4
P21462	UniRef50_P21462
P21463	UniRef50_P47750
P21468	UniRef50_P21468
P21475	UniRef50_P21475
P21477	UniRef50_P21477
P21482	UniRef50_P21482
P21499	UniRef50_P21499
P21507	UniRef50_P21507
P21513	UniRef50_P21513
P21514	UniRef50_P21514
P21515	UniRef50_P21515
P21517	UniRef50_P21517
P21518	UniRef50_P09369
P21519	UniRef50_P21519
P21520	UniRef50_P21520
P21521	UniRef50_P21521
P21524	UniRef50_P23921
P21525	UniRef50_P21525
P21530	UniRef50_P19712
P21531	UniRef50_P39023
P21533	UniRef50_P47911
P21534	UniRef50_P21534
P21535	UniRef50_P21535
P21536	UniRef50_P21536
P21537	UniRef50_P61829
P21538	UniRef50_P21538
P21541	UniRef50_P21541
P21547	UniRef50_P21547
P21548	UniRef50_P28473
P21549	UniRef50_P21549
P21550	UniRef50_P09104
P21552	UniRef50_P09544
P21554	UniRef50_P20272
P21555	UniRef50_P21555
P21560	UniRef50_P21560
P21565	UniRef50_P61011
P21566	UniRef50_Q9Y281
P21568	UniRef50_P21569
P21569	UniRef50_P21569
P21570	UniRef50_P03950
P21571	UniRef50_P21571
P21572	UniRef50_P10085
P21573	UniRef50_P21573
P21575	UniRef50_P21575
P21576	UniRef50_P21576
P21578	UniRef50_P21578
P21579	UniRef50_P21707
P21580	UniRef50_P21580
P21581	UniRef50_P20826
P21583	UniRef50_P21583
P21588	UniRef50_P21589
P21589	UniRef50_P21589
P21592	UniRef50_P21592
P21595	UniRef50_P21595
P21599	UniRef50_P21599
P21603	UniRef50_P21603
P21604	UniRef50_P21604
P21605	UniRef50_P21605
P21611	UniRef50_P21611
P21614	UniRef50_P21614
P21617	UniRef50_P21617
P21619	UniRef50_Q03252
P21621	UniRef50_P21621
P21622	UniRef50_P00894
P21623	UniRef50_P21623
P21627	UniRef50_P0AEX7
P21628	UniRef50_P21628
P21629	UniRef50_P21629
P21630	UniRef50_P21630
P21641	UniRef50_P21641
P21642	UniRef50_P21642
P21643	UniRef50_P48775
P21645	UniRef50_P21645
P21648	UniRef50_P21648
P21651	UniRef50_P21651
P21653	UniRef50_O82316
P21656	UniRef50_P00953
P21657	UniRef50_P21657
P21658	UniRef50_P10767
P21661	UniRef50_P16519
P21663	UniRef50_P21663
P21670	UniRef50_P25789
P21671	UniRef50_P21671
P21672	UniRef50_P23921
P21673	UniRef50_P21673
P21674	UniRef50_P19883
P21675	UniRef50_P21675
P21677	UniRef50_P15923
P21683	UniRef50_P21231
P21684	UniRef50_P22873
P21685	UniRef50_P21685
P21691	UniRef50_P21691
P21692	UniRef50_P03956
P21693	UniRef50_P21693
P21695	UniRef50_P21695
P21696	UniRef50_P21696
P21698	UniRef50_P21698
P21699	UniRef50_P21699
P21702	UniRef50_P34207
P21704	UniRef50_P49183
P21705	UniRef50_P21705
P21707	UniRef50_P21707
P21708	UniRef50_P27361
P21709	UniRef50_P21709
P21728	UniRef50_P21728
P21729	UniRef50_P21729
P21730	UniRef50_P21730
P21731	UniRef50_P21731
P21734	UniRef50_P21734
P21741	UniRef50_P21741
P21743	UniRef50_P21743
P21744	UniRef50_P47879
P21750	UniRef50_P21750
P21752	UniRef50_P21752
P21754	UniRef50_P21754
P21757	UniRef50_P21757
P21758	UniRef50_P21758
P21760	UniRef50_P21760
P21761	UniRef50_P34981
P21762	UniRef50_P56876
P21765	UniRef50_O75715
P21769	UniRef50_Q14990
P21771	UniRef50_P21771
P21775	UniRef50_P21775
P21781	UniRef50_P21781
P21782	UniRef50_P21246
P21783	UniRef50_P21783
P21784	UniRef50_P21784
P21786	UniRef50_P21786
P21793	UniRef50_P07585
P21796	UniRef50_P21796
P21801	UniRef50_P21801
P21802	UniRef50_P21802
P21803	UniRef50_P21802
P21804	UniRef50_P22182
P21805	UniRef50_P21805
P21807	UniRef50_P15331-2
P21810	UniRef50_Q9BXN1
P21812	UniRef50_P21812
P21815	UniRef50_P21815
P21816	UniRef50_Q16878
P21817	UniRef50_P21817
P21818	UniRef50_P21818
P21819	UniRef50_P21819
P21825	UniRef50_P21825
P21826	UniRef50_P30952
P21827	UniRef50_P21827
P21829	UniRef50_P21829
P21836	UniRef50_P21836
P21837	UniRef50_P21837
P21839	UniRef50_P21953
P21841	UniRef50_P21841
P21844	UniRef50_P21812
P21847	UniRef50_P21847
P21854	UniRef50_P21854
P21855	UniRef50_P21855
P21856	UniRef50_P31150
P21860	UniRef50_P21860
P21865	UniRef50_P21865
P21868	UniRef50_P21868
P21869	UniRef50_P19784
P21872	UniRef50_P21872
P21879	UniRef50_P21879
P21880	UniRef50_P21880
P21881	UniRef50_P21881
P21883	UniRef50_P21883
P21888	UniRef50_P21888
P21889	UniRef50_P21889
P21890	UniRef50_Q55318
P21893	UniRef50_P21893
P21898	UniRef50_P09369
P21900	UniRef50_P21900
P21902	UniRef50_P21902
P21910	UniRef50_P21910
P21911	UniRef50_P21911
P21912	UniRef50_P21912
P21913	UniRef50_Q007T0
P21914	UniRef50_Q007T0
P21917	UniRef50_P21917
P21918	UniRef50_P21918
P21926	UniRef50_P21926
P21927	UniRef50_P06276
P21932	UniRef50_P21932
P21951	UniRef50_P21951
P21952	UniRef50_P21952
P21953	UniRef50_P21953
P21954	UniRef50_P21954
P21956	UniRef50_P21956
P21957	UniRef50_P21957
P21958	UniRef50_P36370
P21961	UniRef50_P15089
P21964	UniRef50_P21964
P21965	UniRef50_P21965
P21980	UniRef50_P21980
P21981	UniRef50_Q9WVJ6
P21993	UniRef50_P48096
P21994	UniRef50_P21994
P21995	UniRef50_P21995
P22001	UniRef50_P22001
P22002	UniRef50_Q13936
P22003	UniRef50_P22003
P22004	UniRef50_P22004
P22005	UniRef50_P04094
P22006	UniRef50_P22006
P22007	UniRef50_P22007
P22008	UniRef50_P22008
P22011	UniRef50_P22011
P22022	UniRef50_P22022
P22023	UniRef50_P22023
P22028	UniRef50_P22028
P22033	UniRef50_P22033
P22034	UniRef50_Q5SLM2
P22038	UniRef50_P23003
P22055	UniRef50_P03300
P22056	UniRef50_P03315
P22057	UniRef50_P41222
P22058	UniRef50_P22058
P22059	UniRef50_P22059
P22061	UniRef50_P22061
P22062	UniRef50_P22062
P22063	UniRef50_Q61330
P22068	UniRef50_P22068
P22071	UniRef50_P22071
P22072	UniRef50_P22071
P22077	UniRef50_P08998
P22079	UniRef50_P22079
P22082	UniRef50_P22082
P22083	UniRef50_P22083
P22085	UniRef50_A0A0K0IP23
P22086	UniRef50_P22086
P22087	UniRef50_P15646
P22091	UniRef50_P22091
P22102	UniRef50_P22102
P22105	UniRef50_P22105
P22106	UniRef50_P22106
P22108	UniRef50_P22108
P22112	UniRef50_P22112
P22126	UniRef50_Q12526
P22127	UniRef50_P35286
P22129	UniRef50_P22129
P22133	UniRef50_P22133
P22134	UniRef50_P22134
P22135	UniRef50_P22135
P22136	UniRef50_P22136
P22137	UniRef50_P22137
P22138	UniRef50_P22138
P22139	UniRef50_P22139
P22140	UniRef50_P22140
P22141	UniRef50_P22141
P22143	UniRef50_P22143
P22146	UniRef50_P22146
P22147	UniRef50_P22147
P22148	UniRef50_P22148
P22149	UniRef50_P22149
P22152	UniRef50_P22152
P22177	UniRef50_P22177
P22180	UniRef50_Q43128
P22182	UniRef50_P22182
P22186	UniRef50_P22186
P22188	UniRef50_P22188
P22189	UniRef50_P22189
P22190	UniRef50_P22190
P22191	UniRef50_P22191
P22192	UniRef50_P22192
P22193	UniRef50_P22193
P22194	UniRef50_P22194
P22197	UniRef50_P22197
P22199	UniRef50_P22199
P22200	UniRef50_P22200
P22202	UniRef50_P10592
P22203	UniRef50_P22203
P22204	UniRef50_P22204
P22209	UniRef50_P22209
P22211	UniRef50_P22211
P22213	UniRef50_P22213
P22214	UniRef50_P22214
P22215	UniRef50_P22215
P22216	UniRef50_P22216
P22217	UniRef50_P22803
P22219	UniRef50_P22219
P22223	UniRef50_P22223
P22224	UniRef50_P22224
P22226	UniRef50_P22226
P22227	UniRef50_P22227
P22232	UniRef50_P15646
P22233	UniRef50_P22233
P22234	UniRef50_P22234
P22238	UniRef50_P22238
P22239	UniRef50_P22239
P22240	UniRef50_P22239
P22241	UniRef50_P22241
P22242	UniRef50_P22242
P22245	UniRef50_P09369
P22250	UniRef50_Q81J61
P22253	UniRef50_P22253
P22255	UniRef50_P22255
P22256	UniRef50_P22256
P22259	UniRef50_P22259
P22260	UniRef50_P22260
P22265	UniRef50_P22265
P22270	UniRef50_P22270
P22272	UniRef50_P22272
P22273	UniRef50_P22272
P22276	UniRef50_P22276
P22282	UniRef50_P22282
P22283	UniRef50_P22282
P22287	UniRef50_P22287
P22288	UniRef50_P22288
P22289	UniRef50_P22289
P22293	UniRef50_P22293
P22298	UniRef50_P97430
P22300	UniRef50_P22723
P22301	UniRef50_P22301
P22303	UniRef50_P22303
P22304	UniRef50_P22304
P22307	UniRef50_P22307
P22309	UniRef50_P22309
P22310	UniRef50_Q9HAW9
P22314	UniRef50_P22314
P22315	UniRef50_P22830
P22316	UniRef50_P22316
P22326	UniRef50_P00952
P22328	UniRef50_P22328
P22329	UniRef50_P04000
P22333	UniRef50_P22333
P22336	UniRef50_P22336
P22339	UniRef50_P22339
P22352	UniRef50_P22352
P22355	UniRef50_P22355
P22360	UniRef50_P22360
P22361	UniRef50_P20823
P22362	UniRef50_P22362
P22363	UniRef50_Q9IPJ8
P22366	UniRef50_Q99836-6
P22387	UniRef50_P22387
P22388	UniRef50_P22387
P22389	UniRef50_P22389
P22392	UniRef50_P22392
P22411	UniRef50_P27487
P22412	UniRef50_P22412
P22413	UniRef50_P22413
P22415	UniRef50_P22415
P22418	UniRef50_P22418
P22434	UniRef50_P22434
P22437	UniRef50_P22437
P22438	UniRef50_P22438
P22439	UniRef50_O00330
P22443	UniRef50_P22443
P22448	UniRef50_P22448
P22449	UniRef50_P41235
P22451	UniRef50_Q4R5M0
P22454	UniRef50_P22454
P22455	UniRef50_P22455
P22456	UniRef50_Q98880
P22457	UniRef50_Q8K3U6
P22459	UniRef50_P15385
P22460	UniRef50_P22460
P22462	UniRef50_P22462
P22464	UniRef50_P22464
P22465	UniRef50_P22465
P22466	UniRef50_P22466
P22467	UniRef50_P22467
P22469	UniRef50_P22469
P22470	UniRef50_P22470
P22492	UniRef50_P22492
P22493	UniRef50_P0AG11
P22494	UniRef50_P04152
P22498	UniRef50_P22498
P22509	UniRef50_P15646
P22515	UniRef50_P22515
P22516	UniRef50_P22516
P22517	UniRef50_P27466
P22518	UniRef50_P49760
P22523	UniRef50_P22523
P22524	UniRef50_P22524
P22525	UniRef50_P22525
P22528	UniRef50_P22528
P22531	UniRef50_P22531
P22532	UniRef50_Q9CQK8
P22543	UniRef50_P22543
P22549	UniRef50_P22549
P22550	UniRef50_P15313
P22555	UniRef50_Q2HJ27
P22556	UniRef50_P89509
P22557	UniRef50_P22557
P22561	UniRef50_P22561
P22564	UniRef50_P22564
P22567	UniRef50_P22567
P22570	UniRef50_P22570
P22571	UniRef50_P22571
P22572	UniRef50_P22572
P22574	UniRef50_P22574
P22579	UniRef50_P22579
P22580	UniRef50_P22580
P22586	UniRef50_P22586
P22599	UniRef50_P01009
P22600	UniRef50_P22600
P22605	UniRef50_P10826
P22607	UniRef50_P22607
P22608	UniRef50_P22608
P22609	UniRef50_P22609
P22610	UniRef50_P22610
P22612	UniRef50_P22612
P22613	UniRef50_P09430
P22621	UniRef50_P22621
P22626	UniRef50_P22626
P22634	UniRef50_P22634
P22646	UniRef50_P22646
P22671	UniRef50_Q9W6A6
P22674	UniRef50_P22674
P22676	UniRef50_P22676
P22680	UniRef50_P22680
P22681	UniRef50_P22681
P22682	UniRef50_P22681
P22685	UniRef50_P22685
P22687	UniRef50_P11597
P22692	UniRef50_P22692
P22694	UniRef50_P17612
P22695	UniRef50_P22695
P22696	UniRef50_P22696
P22698	UniRef50_P22698
P22699	UniRef50_P22699
P22700	UniRef50_P22700
P22702	UniRef50_P22702
P22711	UniRef50_P22711
P22713	UniRef50_P0A6T3
P22714	UniRef50_P09148
P22715	UniRef50_P09147
P22717	UniRef50_P22717
P22723	UniRef50_P22723
P22724	UniRef50_P22724
P22725	UniRef50_P22725
P22726	UniRef50_P22725
P22727	UniRef50_P22727
P22729	UniRef50_P22729
P22731	UniRef50_P22731
P22732	UniRef50_P22732
P22734	UniRef50_P21964
P22735	UniRef50_P22735
P22736	UniRef50_P22736
P22739	UniRef50_Q09081
P22745	UniRef50_P22745
P22748	UniRef50_P22748
P22749	UniRef50_P22749
P22756	UniRef50_P22756
P22758	UniRef50_P22735
P22760	UniRef50_P22760
P22762	UniRef50_Q9BEH3
P22768	UniRef50_P22768
P22769	UniRef50_P22769
P22770	UniRef50_Q05941
P22771	UniRef50_P23415
P22774	UniRef50_P22774
P22777	UniRef50_P05121-2
P22787	UniRef50_P22787
P22789	UniRef50_Q8BGL3
P22791	UniRef50_P22791
P22796	UniRef50_P85420
P22803	UniRef50_P22803
P22804	UniRef50_P22804
P22807	UniRef50_P22807
P22808	UniRef50_P22808
P22809	UniRef50_P22809
P22810	UniRef50_P22810
P22811	UniRef50_P22811
P22812	UniRef50_P22812
P22813	UniRef50_P22813
P22814	UniRef50_P22814
P22815	UniRef50_P22815
P22816	UniRef50_P22816
P22817	UniRef50_P22817
P22822	UniRef50_P22822
P22829	UniRef50_P22829
P22830	UniRef50_P22830
P22831	UniRef50_Q8TBG9
P22844	UniRef50_P22844
P22855	UniRef50_P22855
P22858	UniRef50_P12272
P22872	UniRef50_P22872
P22873	UniRef50_P22873
P22884	UniRef50_P22884
P22887	UniRef50_P22887
P22888	UniRef50_P22888
